tag,step,wall_time,value
epoch,15218,1783731995.4177809,170.0
epoch,15249,1783732001.488432,171.0
epoch,15299,1783732008.5115035,171.0
epoch,15307,1783732009.8781073,171.0
epoch,15349,1783732016.841465,172.0
epoch,15396,1783732023.931658,172.0
epoch,15399,1783732025.5622995,173.0
epoch,15449,1783732033.0764616,173.0
epoch,15485,1783732038.6619122,173.0
epoch,15499,1783732041.7644064,174.0
epoch,15549,1783732048.3808022,174.0
epoch,15574,1783732052.2534952,174.0
epoch,15599,1783732057.293878,175.0
epoch,15649,1783732064.5424922,175.0
epoch,15663,1783732066.9013853,175.0
epoch,15699,1783732073.1129372,176.0
epoch,15749,1783732080.1443696,176.0
epoch,15752,1783732081.0139186,176.0
epoch,15799,1783732088.7086387,177.0
epoch,15841,1783732094.9899087,177.0
epoch,15849,1783732097.3992095,178.0
epoch,15899,1783732105.0438476,178.0
epoch,15930,1783732109.9319377,178.0
epoch,15949,1783732114.0993638,179.0
epoch,15999,1783732122.022136,179.0
epoch,16019,1783732125.6152828,179.0
epoch,16049,1783732131.3501363,180.0
epoch,16099,1783732138.8464644,180.0
epoch,16108,1783732140.6071036,180.0
epoch,16149,1783732147.8823876,181.0
epoch,16197,1783732154.8570206,181.0
epoch,16199,1783732156.3464994,182.0
epoch,16249,1783732163.298579,182.0
epoch,16286,1783732168.9610093,182.0
epoch,16299,1783732172.0904534,183.0
epoch,16349,1783732179.3240597,183.0
epoch,16375,1783732183.2304819,183.0
epoch,16399,1783732187.8979094,184.0
epoch,16449,1783732194.9627075,184.0
epoch,16464,1783732197.3103573,184.0
epoch,16499,1783732203.5073738,185.0
epoch,16549,1783732210.2758815,185.0
epoch,16553,1783732211.167184,185.0
epoch,16599,1783732218.8089185,186.0
epoch,16642,1783732225.2651827,186.0
epoch,16649,1783732227.344454,187.0
epoch,16699,1783732234.3753126,187.0
epoch,16731,1783732239.3140633,187.0
epoch,16749,1783732243.2095296,188.0
epoch,16799,1783732250.1687891,188.0
epoch,16820,1783732253.6345305,188.0
epoch,16849,1783732259.1878664,189.0
epoch,16899,1783732266.6813543,189.0
epoch,16909,1783732268.5329716,189.0
epoch,16949,1783732275.3156338,190.0
epoch,16998,1783732282.8302045,190.0
epoch,16999,1783732284.1427002,191.0
epoch,17049,1783732291.8160422,191.0
epoch,17087,1783732297.7073655,191.0
epoch,17099,1783732300.6456687,192.0
epoch,17149,1783732307.568139,192.0
epoch,17176,1783732312.0501773,192.0
epoch,17199,1783732316.4347055,193.0
epoch,17249,1783732323.5986402,193.0
epoch,17265,1783732326.0721347,193.0
epoch,17299,1783732332.473386,194.0
epoch,17349,1783732339.4382937,194.0
epoch,17354,1783732340.6544907,194.0
epoch,17399,1783732348.2129972,195.0
epoch,17443,1783732354.8874364,195.0
epoch,17449,1783732356.819331,196.0
epoch,17499,1783732363.5100446,196.0
epoch,17532,1783732368.6529198,196.0
epoch,17549,1783732372.323085,197.0
epoch,17599,1783732379.4694955,197.0
epoch,17621,1783732382.7713244,197.0
epoch,17649,1783732387.914374,198.0
epoch,17699,1783732394.8485827,198.0
epoch,17710,1783732396.911036,198.0
epoch,17749,1783732403.7150075,199.0
epoch,17799,1783732410.5752122,199.0
epoch,17799,1783732410.9652648,199.0
epoch,17849,1783732419.0815308,200.0
epoch,17888,1783732424.8774998,200.0
epoch,17899,1783732427.6238155,201.0
epoch,17949,1783732434.347294,201.0
epoch,17977,1783732438.4748108,201.0
epoch,17999,1783732442.9004867,202.0
epoch,18049,1783732449.742046,202.0
epoch,18066,1783732452.6205802,202.0
epoch,18099,1783732458.3202844,203.0
epoch,18149,1783732465.8222115,203.0
epoch,18155,1783732467.0872633,203.0
epoch,18199,1783732475.0843518,204.0
epoch,18244,1783732481.736115,204.0
epoch,18249,1783732483.5801737,205.0
epoch,18299,1783732490.9799771,205.0
epoch,18333,1783732495.7344575,205.0
epoch,18349,1783732499.1644208,206.0
epoch,18399,1783732505.7067275,206.0
epoch,18422,1783732509.0143821,206.0
epoch,18449,1783732513.913214,207.0
epoch,18499,1783732521.3611376,207.0
epoch,18511,1783732523.4201412,207.0
epoch,18549,1783732529.8241787,208.0
epoch,18599,1783732536.7339778,208.0
epoch,18600,1783732537.2580762,208.0
epoch,18649,1783732545.7194364,209.0
epoch,18689,1783732551.7363944,209.0
epoch,18699,1783732554.3843338,210.0
epoch,18749,1783732561.649934,210.0
epoch,18778,1783732566.0071638,210.0
epoch,18799,1783732570.363875,211.0
epoch,18849,1783732577.4485269,211.0
epoch,18867,1783732580.4962473,211.0
epoch,18899,1783732586.5907671,212.0
epoch,18949,1783732593.3502738,212.0
epoch,18956,1783732594.6641345,212.0
epoch,18999,1783732602.2450852,213.0
epoch,19045,1783732608.7162654,213.0
epoch,19049,1783732610.4393675,214.0
epoch,19099,1783732617.9428172,214.0
epoch,19134,1783732623.3990173,214.0
epoch,19149,1783732626.9548287,215.0
epoch,19199,1783732633.7417972,215.0
epoch,19223,1783732637.4749875,215.0
epoch,19249,1783732642.606255,216.0
epoch,19299,1783732649.9703698,216.0
epoch,19312,1783732652.180104,216.0
epoch,19349,1783732658.7544532,217.0
epoch,19399,1783732666.1076796,217.0
epoch,19401,1783732666.889931,217.0
epoch,19449,1783732675.1211443,218.0
epoch,19490,1783732681.6841218,218.0
epoch,19499,1783732684.2831137,219.0
epoch,19549,1783732691.5241594,219.0
epoch,19579,1783732696.5820417,219.0
epoch,19599,1783732701.0065172,220.0
epoch,19649,1783732707.7641392,220.0
epoch,19668,1783732710.8131611,220.0
epoch,19699,1783732716.901158,221.0
epoch,19749,1783732724.0414927,221.0
epoch,19757,1783732725.532235,221.0
epoch,19799,1783732732.5624723,222.0
epoch,19846,1783732739.5997646,222.0
epoch,19849,1783732741.3363006,223.0
epoch,19899,1783732748.7270195,223.0
epoch,19935,1783732754.248281,223.0
epoch,19949,1783732757.5815418,224.0
epoch,19999,1783732765.1018426,224.0
epoch,20024,1783732768.678097,224.0
epoch,20049,1783732773.7968423,225.0
epoch,20099,1783732781.1279864,225.0
epoch,20113,1783732783.677683,225.0
epoch,20149,1783732790.894029,226.0
epoch,20199,1783732798.327183,226.0
epoch,20202,1783732799.218373,226.0
epoch,20249,1783732807.7666855,227.0
epoch,20291,1783732814.1485448,227.0
epoch,20299,1783732816.8280673,228.0
epoch,20349,1783732823.775401,228.0
epoch,20380,1783732828.3675687,228.0
epoch,20399,1783732832.7257378,229.0
epoch,20449,1783732839.8822215,229.0
epoch,20469,1783732843.2574599,229.0
epoch,20499,1783732848.8139865,230.0
epoch,20549,1783732856.2204509,230.0
epoch,20558,1783732857.948534,230.0
epoch,20599,1783732865.1364737,231.0
epoch,20647,1783732872.322789,231.0
epoch,20649,1783732873.806756,232.0
epoch,20699,1783732880.99505,232.0
epoch,20736,1783732886.7728689,232.0
epoch,20749,1783732889.9124975,233.0
epoch,20799,1783732896.8436964,233.0
epoch,20825,1783732901.098022,233.0
epoch,20849,1783732906.115523,234.0
epoch,20899,1783732913.5147161,234.0
epoch,20914,1783732915.8495865,234.0
epoch,20949,1783732922.064865,235.0
epoch,20999,1783732929.1796155,235.0
epoch,21003,1783732930.1660786,235.0
epoch,21049,1783732937.9268262,236.0
epoch,21092,1783732944.3708491,236.0
epoch,21099,1783732946.6625228,237.0
epoch,21149,1783732953.6318882,237.0
epoch,21181,1783732958.3853312,237.0
epoch,21199,1783732962.2295887,238.0
epoch,21249,1783732969.4020555,238.0
epoch,21270,1783732972.854687,238.0
epoch,21299,1783732978.499041,239.0
epoch,21349,1783732985.7546852,239.0
epoch,21359,1783732987.5216897,239.0
epoch,21399,1783732994.598366,240.0
epoch,21448,1783733001.8610022,240.0
epoch,21449,1783733003.1778347,241.0
epoch,21499,1783733010.2928069,241.0
epoch,21537,1783733016.050452,241.0
epoch,21549,1783733019.2492886,242.0
epoch,21599,1783733026.5372467,242.0
epoch,21626,1783733030.7220995,242.0
epoch,21649,1783733035.3212314,243.0
epoch,21699,1783733042.6529043,243.0
epoch,21715,1783733045.3401132,243.0
epoch,21749,1783733051.5375912,244.0
epoch,21799,1783733058.5263038,244.0
epoch,21804,1783733059.5892386,244.0
epoch,21849,1783733067.0691712,245.0
epoch,21893,1783733073.7800617,245.0
epoch,21899,1783733075.8277235,246.0
epoch,21949,1783733082.953897,246.0
epoch,21982,1783733087.7597835,246.0
epoch,21999,1783733091.5156972,247.0
epoch,22049,1783733098.828085,247.0
epoch,22071,1783733102.326504,247.0
epoch,22099,1783733107.6832745,248.0
epoch,22149,1783733114.9791822,248.0
epoch,22160,1783733117.114858,248.0
epoch,22199,1783733124.1653018,249.0
epoch,22249,1783733131.710227,249.0
epoch,22249,1783733132.1087391,249.0
epoch,22299,1783733140.5308824,250.0
epoch,22338,1783733146.774523,250.0
epoch,22349,1783733149.6786845,251.0
epoch,22399,1783733156.3720167,251.0
epoch,22427,1783733160.4732618,251.0
epoch,22449,1783733164.9273324,252.0
epoch,22499,1783733171.9956977,252.0
epoch,22516,1783733174.8977683,252.0
epoch,22549,1783733180.767493,253.0
epoch,22599,1783733187.423871,253.0
epoch,22605,1783733188.598656,253.0
epoch,22649,1783733196.2568731,254.0
epoch,22694,1783733203.1863577,254.0
